code_uic,Code postal,Segmentation DRG,Total Voyageurs,Total Voyageurs + Non Voyageurs,Année
87595009,24000,B,760506,884310,2021
87595009,24000,B,968530,1126198,2022
87595009,24000,B,1058844,1231214,2023
87595504,24019,C,1348,1348,2015
87595504,24019,C,1049,1049,2016
87595504,24019,C,1689,1689,2017
87595504,24019,C,731,731,2018
87595504,24019,C,206,206,2019
87595504,24019,C,471,471,2020
87595504,24019,C,321,321,2021
87595504,24019,C,2123,2123,2022
87595504,24019,C,18,18,2023
87592170,19170,C,221,221,2015
87592170,19170,C,104,104,2016
87592170,19170,C,170,170,2017
87592170,19170,C,195,195,2018
87592170,19170,C,171,171,2019
87592170,19170,C,322,322,2020
87592170,19170,C,482,482,2021
87592170,19170,C,598,598,2022
87592170,19170,C,466,466,2023
87317487,80132,C,1658,1658,2015
87317487,80132,C,919,919,2016
87317487,80132,C,431,431,2017
87317487,80132,C,334,334,2018
87317487,80132,C,96,96,2019
87317487,80132,C,0,0,2020
87317487,80132,C,0,0,2021
87317487,80132,C,0,0,2022
87317487,80132,C,0,0,2023
87286245,59890,C,1077,1077,2015
87286245,59890,C,1203,1203,2016
87286245,59890,C,736,736,2017
87286245,59890,C,1248,1248,2018
87286245,59890,C,954,954,2019
87286245,59890,C,142,142,2020
87286245,59890,C,57,57,2021
87286245,59890,C,35,35,2022
87286245,59890,C,37,37,2023
87476671,56230,B,110266,137833,2015
87476671,56230,B,107051,133813,2016
87476671,56230,B,119824,149780,2017
87476671,56230,B,130897,163621,2018
87476671,56230,B,161690,202112,2019
87476671,56230,B,122833,153542,2020
87476671,56230,B,187983,234978,2021
87476671,56230,B,273077,341347,2022
87476671,56230,B,320096,400120,2023
87476457,56170,C,100798,119998,2015
87476457,56170,C,98968,117819,2016
87476457,56170,C,102061,121501,2017
87476457,56170,C,101288,120582,2018
87476457,56170,C,116138,138260,2019
87476457,56170,C,81868,97462,2020
87476457,56170,C,99587,118557,2021
87476457,56170,C,121766,144960,2022
87476457,56170,C,139301,165835,2023
87615260,11500,C,12199,12199,2015
87615260,11500,C,9974,9974,2016
87615260,11500,C,10240,10240,2017
87615260,11500,C,9141,9141,2018
87615260,11500,C,10767,10767,2019
87615260,11500,C,28039,28039,2020
87615260,11500,C,33294,33294,2021
87615260,11500,C,35958,35958,2022
87615260,11500,C,36728,36728,2023
87474098,29000,A,918186,1147732,2015
87474098,29000,A,880602,1100752,2016
87474098,29000,A,949964,1187455,2017
87474098,29000,A,951271,1189089,2018
87474098,29000,A,1058048,1322560,2019
87474098,29000,A,745934,932417,2020
87474098,29000,A,1076265,1345332,2021
87474098,29000,A,1483787,1854733,2022
87474098,29000,A,1619395,2024244,2023
87476317,29300,B,277708,351529,2015
87476317,29300,B,266565,337424,2016
87476317,29300,B,282545,357652,2017
87476317,29300,B,269283,340864,2018
87476317,29300,B,300957,380958,2019
87476317,29300,B,225485,285425,2020
87476317,29300,B,301917,382174,2021
87476317,29300,B,409857,518806,2022
87476317,29300,B,446178,564783,2023
87721290,69650,C,50481,50481,2015
87721290,69650,C,53980,53980,2016
87721290,69650,C,61464,61464,2017
87721290,69650,C,63708,63708,2018
87721290,69650,C,73920,73920,2019
87721290,69650,C,60983,60983,2020
87721290,69650,C,74826,74826,2021
87721290,69650,C,91158,91158,2022
87721290,69650,C,94607,94607,2023
87473058,35290,C,9223,9223,2015
87473058,35290,C,7876,7876,2016
87473058,35290,C,10624,10624,2017
87473058,35290,C,14362,14362,2018
87473058,35290,C,15811,15811,2019
87473058,35290,C,16478,16478,2020
87473058,35290,C,17720,17720,2021
87473058,35290,C,29225,29225,2022
87473058,35290,C,34501,34501,2023
87615328,81800,B,135819,169774,2015
87615328,81800,B,131807,164759,2016
87615328,81800,B,144721,180902,2017
87615328,81800,B,120419,150524,2018
87615328,81800,B,152727,190908,2019
87615328,81800,B,122462,153077,2020
87615328,81800,B,157755,197194,2021
87615328,81800,B,199016,248770,2022
87615328,81800,B,213007,266259,2023
87182717,68190,C,43876,43876,2015
87182717,68190,C,45192,45192,2016
87182717,68190,C,48062,48062,2017
87182717,68190,C,46533,46533,2018
87182717,68190,C,52673,52673,2019
87182717,68190,C,34582,34582,2020
87182717,68190,C,41128,41128,2021
87182717,68190,C,52212,52212,2022
87182717,68190,C,62329,62329,2023
87444620,61270,C,34,34,2015
87444620,61270,C,29,29,2016
87444620,61270,C,25,25,2017
87444620,61270,C,0,0,2018
87444620,61270,C,5,5,2019
87444620,61270,C,0,0,2020
87444620,61270,C,0,0,2021
87444620,61270,C,9,9,2022
87444620,61270,C,4,4,2023
87343319,59590,C,37624,37624,2015
87343319,59590,C,39930,39930,2016
87343319,59590,C,43713,43713,2017
87343319,59590,C,42094,42094,2018
87343319,59590,C,47322,47322,2019
87343319,59590,C,30960,30960,2020
87343319,59590,C,30946,30946,2021
87343319,59590,C,28550,28550,2022
87343319,59590,C,31894,31894,2023
87393314,78120,B,5551959,5551959,2015
87393314,78120,B,5380142,5380142,2016
87393314,78120,B,5197945,5197945,2017
87393314,78120,B,4924244,4924244,2018
87393314,78120,B,4690955,4690955,2019
87393314,78120,B,2237887,2237887,2020
87393314,78120,B,3141742,3141742,2021
87393314,78120,B,3874743,3874743,2022
87393314,78120,B,5059405,5059405,2023
87718338,39700,C,64787,64787,2015
87718338,39700,C,67180,67180,2016
87718338,39700,C,64734,64734,2017
87718338,39700,C,54018,54018,2018
87718338,39700,C,52998,52998,2019
87718338,39700,C,61972,61972,2020
87718338,39700,C,60692,60692,2021
87718338,39700,C,53452,53452,2022
87718338,39700,C,45792,45792,2023
87317057,62180,B,256857,321071,2015
87317057,62180,B,244236,305295,2016
87317057,62180,B,258947,323683,2017
87317057,62180,B,239500,299375,2018
87317057,62180,B,276766,345958,2019
87317057,62180,B,177052,221315,2020
87317057,62180,B,240680,300850,2021
87317057,62180,B,315635,394544,2022
87317057,62180,B,311769,389711,2023
87757732,6150,C,62154,62154,2015
87757732,6150,C,60102,60102,2016
87757732,6150,C,22586,22586,2017
87757732,6150,C,58424,58424,2018
87757732,6150,C,76307,76307,2019
87757732,6150,C,48598,48598,2020
87757732,6150,C,73148,73148,2021
87757732,6150,C,81312,81312,2022
87757732,6150,C,92454,92454,2023
87182402,68470,C,22381,22381,2015
87182402,68470,C,23264,23264,2016
87182402,68470,C,22046,22046,2017
87182402,68470,C,19487,19487,2018
87182402,68470,C,18981,18981,2019
87182402,68470,C,18331,18331,2020
87182402,68470,C,18831,18831,2021
87182402,68470,C,18596,18596,2022
87182402,68470,C,18532,18532,2023
87144626,88110,C,118162,118162,2015
87144626,88110,C,110172,110172,2016
87144626,88110,C,112507,112507,2017
87144626,88110,C,104082,104082,2018
87144626,88110,C,111001,111001,2019
87144626,88110,C,84240,84240,2020
87144626,88110,C,100814,100814,2021
87144626,88110,C,119015,119015,2022
87144626,88110,C,126526,126526,2023
87753426,13800,C,3614,3614,2015
87753426,13800,C,3299,3299,2016
87753426,13800,C,4220,4220,2017
87753426,13800,C,2946,2946,2018
87753426,13800,C,3035,3035,2019
87753426,13800,C,1340,1340,2020
87753426,13800,C,3925,3925,2021
87753426,13800,C,6380,6380,2022
87753426,13800,C,6240,6240,2023
87595223,24430,C,6424,6424,2015
87595223,24430,C,4646,4646,2016
87595223,24430,C,3667,3667,2017
87595223,24430,C,2851,2851,2018
87595223,24430,C,5446,5446,2019
87595223,24430,C,3803,3803,2020
87595223,24430,C,4100,4100,2021
87595223,24430,C,9118,9118,2022
87595223,24430,C,26425,26425,2023
87295022,59245,C,8064,8064,2015
87295022,59245,C,7502,7502,2016
87295022,59245,C,7499,7499,2017
87295022,59245,C,6514,6514,2018
87295022,59245,C,7083,7083,2019
87295022,59245,C,2692,2692,2020
87295022,59245,C,967,967,2021
87295022,59245,C,1964,1964,2022
87295022,59245,C,2332,2332,2023
87471300,35600,B,811897,1014871,2015
87471300,35600,B,817109,1021386,2016
87471300,35600,B,802461,1003076,2017
87471300,35600,B,723108,903885,2018
87471300,35600,B,740222,925278,2019
87471300,35600,B,454586,568232,2020
87471300,35600,B,669259,836574,2021
87471300,35600,B,951584,1189480,2022
87471300,35600,B,1037287,1296609,2023
87213249,67110,B,153302,191628,2015
87213249,67110,B,152687,190859,2016
87213249,67110,B,153808,192260,2017
87213249,67110,B,154855,193569,2018
87213249,67110,B,162837,203546,2019
87213249,67110,B,138449,173062,2020
87213249,67110,B,166996,208745,2021
87213249,67110,B,223685,279606,2022
87213249,67110,B,206465,258081,2023
87571455,37310,C,49890,49890,2015
87571455,37310,C,48974,48974,2016
87571455,37310,C,43920,43920,2017
87571455,37310,C,42591,42591,2018
87571455,37310,C,35201,35201,2019
87571455,37310,C,23223,23223,2020
87571455,37310,C,18956,18956,2021
87571455,37310,C,14273,14273,2022
87571455,37310,C,6908,6908,2023
87746511,74930,C,44274,44274,2015
87746511,74930,C,45608,45608,2016
87746511,74930,C,50371,50371,2017
87746511,74930,C,30905,30905,2018
87746511,74930,C,42475,42475,2019
87746511,74930,C,54124,54124,2020
87746511,74930,C,94568,94568,2021
87746511,74930,C,140539,140539,2022
87746511,74930,C,180261,180261,2023
87171009,51100,A,3884021,4131938,2015
87171009,51100,A,3751481,3990938,2016
87171009,51100,A,3966061,4219214,2017
87171009,51100,A,3643133,3875673,2018
87171009,51100,A,3820119,4063956,2019
87171009,51100,A,2551210,2714054,2020
87171009,51100,A,3131748,3331646,2021
87171009,51100,A,4309354,4584419,2022
87171009,51100,A,4970676,5287953,2023
87171272,51300,C,37825,37825,2015
87171272,51300,C,40332,40332,2016
87171272,51300,C,52332,52332,2017
87171272,51300,C,60440,60440,2018
87171272,51300,C,74693,74693,2019
87171272,51300,C,56436,56436,2020
87171272,51300,C,88630,88630,2021
87171272,51300,C,112140,112140,2022
87171272,51300,C,141272,141272,2023
87144451,88200,B,266804,333505,2015
87144451,88200,B,250668,313336,2016
87144451,88200,B,263246,329057,2017
87144451,88200,B,242731,303414,2018
87144451,88200,B,272473,340591,2019
87144451,88200,B,170067,212584,2020
87144451,88200,B,222601,278252,2021
87144451,88200,B,319312,399140,2022
87144451,88200,B,363176,453970,2023
87988709,93140,B,666150,666150,2015
87988709,93140,B,623148,623148,2016
87988709,93140,B,580626,580626,2017
87988709,93140,B,532143,532143,2018
87988709,93140,B,485311,485311,2019
87988709,93140,B,1045054,1045054,2020
87988709,93140,B,499768,499768,2021
87988709,93140,B,623710,623710,2022
87988709,93140,B,663691,663691,2023
87775395,30210,C,0,0,2015
87775395,30210,C,0,0,2016
87775395,30210,C,0,0,2017
87775395,30210,C,0,0,2018
87775395,30210,C,0,0,2019
87775395,30210,C,0,0,2020
87775395,30210,C,0,0,2021
87775395,30210,C,762,762,2022
87775395,30210,C,628,628,2023
87313403,60190,C,7048,7048,2015
87313403,60190,C,7786,7786,2016
87313403,60190,C,8298,8298,2017
87313403,60190,C,6632,6632,2018
87313403,60190,C,8537,8537,2019
87313403,60190,C,7776,7776,2020
87313403,60190,C,9433,9433,2021
87313403,60190,C,7711,7711,2022
87313403,60190,C,8698,8698,2023
87281451,59173,C,20960,20960,2015
87281451,59173,C,21329,21329,2016
87281451,59173,C,21080,21080,2017
87281451,59173,C,22340,22340,2018
87281451,59173,C,27002,27002,2019
87281451,59173,C,15567,15567,2020
87281451,59173,C,14664,14664,2021
87281451,59173,C,16953,16953,2022
87281451,59173,C,14902,14902,2023
87471003,35005,A,9437542,12583389,2015
87471003,35005,A,9411458,12548611,2016
87471003,35005,A,10381870,13842494,2017
87471003,35005,A,10418643,13891525,2018
87471003,35005,A,11588429,15451239,2019
87471003,35005,A,7431788,9909050,2020
87471003,35005,A,9619265,12825686,2021
87471003,35005,A,13921836,18562448,2022
87471003,35005,A,15169003,20225337,2023
87172270,8300,B,350544,438181,2015
87172270,8300,B,330461,413076,2016
87172270,8300,B,332092,415115,2017
87172270,8300,B,290076,362595,2018
87172270,8300,B,325947,407434,2019
87172270,8300,B,226047,282559,2020
87172270,8300,B,281153,351441,2021
87172270,8300,B,357569,446962,2022
87172270,8300,B,427100,533875,2023
87471359,35240,C,89786,89786,2015
87471359,35240,C,75620,75620,2016
87471359,35240,C,43416,43416,2017
87471359,35240,C,38574,38574,2018
87471359,35240,C,38366,38366,2019
87471359,35240,C,29121,29121,2020
87471359,35240,C,34477,34477,2021
87471359,35240,C,65312,65312,2022
87471359,35240,C,83504,83504,2023
87734749,43130,C,40724,40724,2015
87734749,43130,C,39124,39124,2016
87734749,43130,C,28972,28972,2017
87734749,43130,C,40933,40933,2018
87734749,43130,C,49984,49984,2019
87734749,43130,C,31151,31151,2020
87734749,43130,C,39861,39861,2021
87734749,43130,C,51748,51748,2022
87734749,43130,C,50459,50459,2023
87597039,36260,C,20358,20358,2015
87597039,36260,C,18211,18211,2016
87597039,36260,C,18483,18483,2017
87597039,36260,C,18355,18355,2018
87597039,36260,C,21607,21607,2019
87597039,36260,C,18104,18104,2020
87597039,36260,C,25018,25018,2021
87597039,36260,C,33387,33387,2022
87597039,36260,C,30196,30196,2023
87175018,55800,C,99365,99365,2015
87175018,55800,C,90608,90608,2016
87175018,55800,C,87446,87446,2017
87175018,55800,C,78841,78841,2018
87175018,55800,C,89991,89991,2019
87175018,55800,C,90024,90024,2020
87175018,55800,C,97253,97253,2021
87175018,55800,C,100092,100092,2022
87175018,55800,C,109048,109048,2023
87172080,8500,B,230865,288581,2015
87172080,8500,B,223448,279310,2016
87172080,8500,B,198749,248436,2017
87172080,8500,B,176229,220287,2018
87172080,8500,B,173618,217023,2019
87172080,8500,B,166336,207920,2020
87172080,8500,B,180714,225893,2021
87172080,8500,B,199519,249398,2022
87172080,8500,B,236154,295193,2023
87481036,44400,B,113131,141414,2015
87481036,44400,B,147178,183973,2016
87481036,44400,B,163440,204300,2017
87481036,44400,B,176216,220270,2018
87481036,44400,B,184589,230736,2019
87481036,44400,B,115148,143936,2020
87481036,44400,B,139923,174903,2021
87481036,44400,B,183745,229682,2022
87481036,44400,B,213334,266668,2023
87784660,66500,C,269,269,2015
87784660,66500,C,74,74,2016
87784660,66500,C,115,115,2017
87784660,66500,C,439,439,2018
87784660,66500,C,788,788,2019
87784660,66500,C,96,96,2020
87784660,66500,C,644,644,2021
87784660,66500,C,1145,1145,2022
87784660,66500,C,2305,2305,2023
87182279,68150,,21939,21939,2015
87182279,68150,,20455,20455,2016
87182279,68150,,15555,15555,2017
87182279,68150,,6252,6252,2018
87182279,68150,,0,0,2019
87182279,68150,,0,0,2020
87182279,68150,,0,0,2021
87182279,68150,,80,80,2022
87182279,68150,,120,120,2023
87276766,60170,B,102379,127973,2015
87276766,60170,B,97580,121975,2016
87276766,60170,B,99963,124954,2017
87276766,60170,B,91803,114754,2018
87276766,60170,B,94451,118064,2019
87276766,60170,B,87888,109860,2020
87276766,60170,B,113866,142332,2021
87276766,60170,B,128703,160879,2022
87276766,60170,B,151136,188920,2023
87182675,68120,,0,0,2015
87182675,68120,,0,0,2016
87182675,68120,,0,0,2017
87182675,68120,,0,0,2018
87182675,68120,,0,0,2019
87182675,68120,,0,0,2020
87182675,68120,,0,0,2021
87182675,68120,,0,0,2022
87182675,68120,,0,0,2023
87213462,67120,C,6855,6855,2015
87213462,67120,C,7861,7861,2016
87213462,67120,C,9998,9998,2017
87213462,67120,C,11988,11988,2018
87213462,67120,C,12349,12349,2019
87213462,67120,C,6820,6820,2020
87213462,67120,C,7785,7785,2021
87213462,67120,C,8528,8528,2022
87213462,67120,C,9902,9902,2023
87276352,60870,B,152857,191072,2015
87276352,60870,B,147764,184705,2016
87276352,60870,B,144669,180836,2017
87276352,60870,B,128734,160918,2018
87276352,60870,B,131928,164911,2019
87276352,60870,B,96796,120995,2020
87276352,60870,B,112171,140214,2021
87276352,60870,B,140715,175894,2022
87276352,60870,B,152756,190946,2023
87171595,51500,C,69591,69591,2015
87171595,51500,C,69459,69459,2016
87171595,51500,C,75260,75260,2017
87171595,51500,C,64498,64498,2018
87171595,51500,C,63585,63585,2019
87171595,51500,C,68278,68278,2020
87171595,51500,C,74796,74796,2021
87171595,51500,C,92751,92751,2022
87171595,51500,C,110502,110502,2023
87734053,63200,B,878075,1021017,2015
87734053,63200,B,850686,989170,2016
87734053,63200,B,904676,1051948,2017
87734053,63200,B,831471,966826,2018
87734053,63200,B,961682,1118235,2019
87734053,63200,B,677344,787609,2020
87734053,63200,B,817285,950331,2021
87734053,63200,B,1058564,1230888,2022
87734053,63200,B,1192180,1386255,2023
87681338,91130,B,1668234,1668234,2015
87681338,91130,B,1608103,1608103,2016
87681338,91130,B,1544557,1544557,2017
87681338,91130,B,1456780,1456780,2018
87681338,91130,B,1372333,1372333,2019
87681338,91130,B,557733,557733,2020
87681338,91130,B,1059715,1059715,2021
87681338,91130,B,1133508,1133508,2022
87681338,91130,B,1206236,1206236,2023
87571653,37190,C,17120,17120,2015
87571653,37190,C,18089,18089,2016
87571653,37190,C,18529,18529,2017
87571653,37190,C,19409,19409,2018
87571653,37190,C,21814,21814,2019
87571653,37190,C,16259,16259,2020
87571653,37190,C,15135,15135,2021
87571653,37190,C,27365,27365,2022
87571653,37190,C,24198,24198,2023
87726331,42800,B,658702,823377,2015
87726331,42800,B,658475,823093,2016
87726331,42800,B,692933,866167,2017
87726331,42800,B,658605,823256,2018
87726331,42800,B,708038,885048,2019
87726331,42800,B,419682,524603,2020
87726331,42800,B,507759,634698,2021
87726331,42800,B,680366,850458,2022
87726331,42800,B,757008,946260,2023
87747246,38140,B,340527,425658,2015
87747246,38140,B,319696,399620,2016
87747246,38140,B,338855,423569,2017
87747246,38140,B,320734,400918,2018
87747246,38140,B,350318,437898,2019
87747246,38140,B,231234,289043,2020
87747246,38140,B,276192,345240,2021
87747246,38140,B,331340,414175,2022
87747246,38140,B,337798,422248,2023
87784173,66600,C,82009,82009,2015
87784173,66600,C,82488,82488,2016
87784173,66600,C,88885,88885,2017
87784173,66600,C,72553,72553,2018
87784173,66600,C,85145,85145,2019
87784173,66600,C,63974,63974,2020
87784173,66600,C,97363,97363,2021
87784173,66600,C,129029,129029,2022
87784173,66600,C,141598,141598,2023
87182071,68170,B,203282,254103,2015
87182071,68170,B,201798,252248,2016
87182071,68170,B,196831,246039,2017
87182071,68170,B,188163,235204,2018
87182071,68170,B,201126,251408,2019
87182071,68170,B,126305,157881,2020
87182071,68170,B,138354,172943,2021
87182071,68170,B,172531,215664,2022
87182071,68170,B,196073,245091,2023
87726802,42300,B,966343,1207929,2015
87726802,42300,B,950175,1187719,2016
87726802,42300,B,1001053,1251317,2017
87726802,42300,B,852143,1065179,2018
87726802,42300,B,939323,1174154,2019
87726802,42300,B,619152,773940,2020
87726802,42300,B,777719,972149,2021
87726802,42300,B,944259,1180323,2022
87726802,42300,B,997055,1246319,2023
87613042,46500,C,6896,6896,2015
87613042,46500,C,7031,7031,2016
87613042,46500,C,7512,7512,2017
87613042,46500,C,5726,5726,2018
87613042,46500,C,6702,6702,2019
87613042,46500,C,5917,5917,2020
87613042,46500,C,7404,7404,2021
87613042,46500,C,9208,9208,2022
87613042,46500,C,9155,9155,2023
87718403,25220,C,6423,6423,2015
87718403,25220,C,6608,6608,2016
87718403,25220,C,7336,7336,2017
87718403,25220,C,6756,6756,2018
87718403,25220,C,7487,7487,2019
87718403,25220,C,4621,4621,2020
87718403,25220,C,5173,5173,2021
87718403,25220,C,6860,6860,2022
87718403,25220,C,6352,6352,2023
87485144,17300,B,413934,517418,2015
87485144,17300,B,392386,490483,2016
87485144,17300,B,441775,552219,2017
87485144,17300,B,400533,500667,2018
87485144,17300,B,493168,616460,2019
87485144,17300,B,302047,377559,2020
87485144,17300,B,434388,542985,2021
87485144,17300,B,594889,743611,2022
87485144,17300,B,643312,804141,2023
87313601,60510,C,2779,2779,2015
87313601,60510,C,3196,3196,2016
87313601,60510,C,4082,4082,2017
87313601,60510,C,4373,4373,2018
87313601,60510,C,4026,4026,2019
87313601,60510,C,3031,3031,2020
87313601,60510,C,3828,3828,2021
87313601,60510,C,6234,6234,2022
87313601,60510,C,10804,10804,2023
87613422,12000,B,194256,242820,2015
87613422,12000,B,191173,238967,2016
87613422,12000,B,198543,248179,2017
87613422,12000,B,162690,203362,2018
87613422,12000,B,181828,227285,2019
87613422,12000,B,133295,166618,2020
87613422,12000,B,177006,221257,2021
87613422,12000,B,265408,331760,2022
87613422,12000,B,324670,405838,2023
87212407,67480,C,56596,56596,2015
87212407,67480,C,54688,54688,2016
87212407,67480,C,54412,54412,2017
87212407,67480,C,53478,53478,2018
87212407,67480,C,58857,58857,2019
87212407,67480,C,43367,43367,2020
87212407,67480,C,52696,52696,2021
87212407,67480,C,72205,72205,2022
87212407,67480,C,72974,72974,2023
87753251,13340,B,240424,300530,2015
87753251,13340,B,222997,278746,2016
87753251,13340,B,229253,286566,2017
87753251,13340,B,205256,256571,2018
87753251,13340,B,221956,277445,2019
87753251,13340,B,154490,193113,2020
87753251,13340,B,178481,223101,2021
87753251,13340,B,223205,279006,2022
87753251,13340,B,227793,284742,2023
87116038,77680,B,3272883,3272883,2015
87116038,77680,B,3322409,3322409,2016
87116038,77680,B,3354377,3354377,2017
87116038,77680,B,3326124,3326124,2018
87116038,77680,B,3304512,3304512,2019
87116038,77680,B,1913470,1913470,2020
87116038,77680,B,2912276,2912276,2021
87116038,77680,B,2879867,2879867,2022
87116038,77680,B,3064172,3064172,2023
87413740,76133,C,910,910,2015
87413740,76133,C,1795,1795,2016
87413740,76133,C,1980,1980,2017
87413740,76133,C,1263,1263,2018
87413740,76133,C,1279,1279,2019
87413740,76133,C,162,162,2020
87413740,76133,C,204,204,2021
87413740,76133,C,329,329,2022
87413740,76133,C,375,375,2023
87761650,26300,B,368948,461185,2015
87761650,26300,B,370401,463002,2016
87761650,26300,B,404736,505920,2017
87761650,26300,B,335904,419880,2018
87761650,26300,B,408945,511182,2019
87761650,26300,B,247897,309871,2020
87761650,26300,B,341640,427050,2021
87761650,26300,B,425426,531782,2022
87761650,26300,B,449379,561724,2023
87725739,71570,C,37227,37227,2015
87725739,71570,C,37297,37297,2016
87725739,71570,C,38947,38947,2017
87725739,71570,C,36632,36632,2018
87725739,71570,C,44326,44326,2019
87725739,71570,C,26448,26448,2020
87725739,71570,C,32133,32133,2021
87725739,71570,C,47885,47885,2022
87725739,71570,C,54480,54480,2023
87191734,57120,C,71512,71512,2015
87191734,57120,C,62424,62424,2016
87191734,57120,C,63890,63890,2017
87191734,57120,C,60009,60009,2018
87191734,57120,C,67381,67381,2019
87191734,57120,C,41738,41738,2020
87191734,57120,C,49059,49059,2021
87191734,57120,C,58928,58928,2022
87191734,57120,C,66116,66116,2023
87387175,27170,C,11769,11769,2015
87387175,27170,C,11288,11288,2016
87387175,27170,C,12324,12324,2017
87387175,27170,C,11751,11751,2018
87387175,27170,C,9401,9401,2019
87387175,27170,C,7101,7101,2020
87387175,27170,C,7747,7747,2021
87387175,27170,C,8685,8685,2022
87387175,27170,C,8618,8618,2023
87118158,10100,B,306218,344066,2015
87118158,10100,B,294493,330892,2016
87118158,10100,B,295097,331570,2017
87118158,10100,B,292078,328177,2018
87118158,10100,B,327208,367649,2019
87118158,10100,B,223817,251480,2020
87118158,10100,B,281232,315991,2021
87118158,10100,B,352333,395879,2022
87118158,10100,B,426999,479775,2023
87576025,41200,B,91970,114963,2015
87576025,41200,B,85635,107044,2016
87576025,41200,B,87617,109521,2017
87576025,41200,B,95950,119938,2018
87576025,41200,B,119781,149727,2019
87576025,41200,B,96061,120077,2020
87576025,41200,B,125534,156918,2021
87576025,41200,B,208914,261143,2022
87576025,41200,B,138084,172605,2023
87185314,70250,C,33001,33001,2015
87185314,70250,C,31724,31724,2016
87185314,70250,C,31536,31536,2017
87185314,70250,C,30923,30923,2018
87185314,70250,C,41658,41658,2019
87185314,70250,C,36900,36900,2020
87185314,70250,C,41293,41293,2021
87185314,70250,C,51748,51748,2022
87185314,70250,C,43085,43085,2023
87286534,59790,C,47404,47404,2015
87286534,59790,C,41056,41056,2016
87286534,59790,C,42290,42290,2017
87286534,59790,C,41638,41638,2018
87286534,59790,C,46032,46032,2019
87286534,59790,C,36744,36744,2020
87286534,59790,C,46563,46563,2021
87286534,59790,C,60809,60809,2022
87286534,59790,C,65916,65916,2023
87212415,67930,C,15631,15631,2015
87212415,67930,C,14099,14099,2016
87212415,67930,C,12334,12334,2017
87212415,67930,C,10372,10372,2018
87212415,67930,C,12481,12481,2019
87212415,67930,C,9793,9793,2020
87212415,67930,C,10661,10661,2021
87212415,67930,C,17120,17120,2022
87212415,67930,C,18414,18414,2023
87756460,6190,C,50498,50498,2015
87756460,6190,C,63277,63277,2016
87756460,6190,C,80701,80701,2017
87756460,6190,C,76162,76162,2018
87756460,6190,C,90870,90870,2019
87756460,6190,C,57143,57143,2020
87756460,6190,C,77252,77252,2021
87756460,6190,C,112595,112595,2022
87756460,6190,C,144334,144334,2023
87615351,31380,C,4009,4009,2015
87615351,31380,C,3009,3009,2016
87615351,31380,C,3204,3204,2017
87615351,31380,C,1322,1322,2018
87615351,31380,C,1016,1016,2019
87615351,31380,C,813,813,2020
87615351,31380,C,770,770,2021
87615351,31380,C,468,468,2022
87615351,31380,C,110,110,2023
87654798,75019,B,0,0,2015
87654798,75019,B,8923180,8923180,2016
87654798,75019,B,9065994,9065994,2017
87654798,75019,B,9029393,9029393,2018
87654798,75019,B,9038087,9038087,2019
87654798,75019,B,2865667,2865667,2020
87654798,75019,B,5937856,5937856,2021
87654798,75019,B,11987483,11987483,2022
87654798,75019,B,12754682,12754682,2023
87474635,29680,C,30629,30629,2015
87474635,29680,C,31926,31926,2016
87474635,29680,C,42497,42497,2017
87474635,29680,C,28468,28468,2018
87474635,29680,C,15774,15774,2019
87474635,29680,C,6737,6737,2020
87474635,29680,C,8879,8879,2021
87474635,29680,C,11236,11236,2022
87474635,29680,C,13427,13427,2023
87214320,67560,B,191057,238821,2015
87214320,67560,B,199098,248873,2016
87214320,67560,B,206855,258569,2017
87214320,67560,B,206667,258334,2018
87214320,67560,B,223447,279309,2019
87214320,67560,B,147359,184199,2020
87214320,67560,B,176157,220196,2021
87214320,67560,B,206857,258572,2022
87214320,67560,B,217360,271701,2023
87141127,54110,B,154662,193328,2015
87141127,54110,B,168320,210400,2016
87141127,54110,B,164023,205028,2017
87141127,54110,B,175444,219305,2018
87141127,54110,B,207123,258904,2019
87141127,54110,B,196168,245210,2020
87141127,54110,B,199758,249698,2021
87141127,54110,B,237705,297131,2022
87141127,54110,B,306965,383707,2023
87313460,80170,C,124958,124958,2015
87313460,80170,C,119012,119012,2016
87313460,80170,C,111380,111380,2017
87313460,80170,C,103309,103309,2018
87313460,80170,C,111004,111004,2019
87313460,80170,C,81265,81265,2020
87313460,80170,C,105106,105106,2021
87313460,80170,C,139903,139903,2022
87313460,80170,C,151492,151492,2023
87113696,93110,B,6381483,6381483,2015
87113696,93110,B,6464430,6464430,2016
87113696,93110,B,6520046,6520046,2017
87113696,93110,B,6491187,6491187,2018
87113696,93110,B,6404337,6404337,2019
87113696,93110,B,3206275,3206275,2020
87113696,93110,B,4959155,4959155,2021
87113696,93110,B,5348239,5348239,2022
87113696,93110,B,5690526,5690526,2023
87113704,93110,B,5384161,5384161,2015
87113704,93110,B,5579980,5579980,2016
87113704,93110,B,5754371,5754371,2017
87113704,93110,B,5829896,5829896,2018
87113704,93110,B,5908117,5908117,2019
87113704,93110,B,2380920,2380920,2020
87113704,93110,B,3952618,3952618,2021
87113704,93110,B,5361506,5361506,2022
87113704,93110,B,5704642,5704642,2023
87415885,78710,B,326923,326923,2015
87415885,78710,B,367325,367325,2016
87415885,78710,B,410431,410431,2017
87415885,78710,B,447201,447201,2018
87415885,78710,B,496083,496083,2019
87415885,78710,B,200417,200417,2020
